IncidentNumber,DateOfCall,CalYear,HourOfCall,IncGeo_BoroughName,Easting_rounded,Northing_rounded,AttendanceTime,DeployedFromStation,lat_cal,long_cal,lat_cal_r,long_cal_r,stat,lat,long,bor_sqkm,pop_per_stat,distance_stat,distance,AttendanceTimeClasses3
016383-02022023,02-Feb-23,2023,14,WESTMINSTER,527850,181850,257.0,Euston,inf,inf,51.5211064008731,-0.15864349354339832,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2070.0181702440127,3-6min
015769-01022023,01-Feb-23,2023,10,BROMLEY,535050,169850,379.0,Woodside,inf,inf,51.41159624355194,-0.059510128337931394,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,2870.6533926455927,6-9min
168306-28102023,28-Oct-23,2023,11,KINGSTON UPON THAMES,519250,169250,286.0,Sutton,inf,inf,51.40974351673463,-0.28678293987450526,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,6941.7186374390185,3-6min
170992-01112023,01-Nov-23,2023,23,WESTMINSTER,525350,182050,232.0,North Kensington,inf,inf,51.52346361516607,-0.1945864023830018,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1416.636702735047,3-6min
035379-12032023,12-Mar-23,2023,8,NEWHAM,539650,181750,247.0,Poplar,51.517340853871396,0.010966310915027982,51.51741629356073,0.011286734093687254,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1988.4060951997988,3-6min
038749-19032023,19-Mar-23,2023,0,BARKING AND DAGENHAM,546650,185250,504.0,Barking,51.546915755033254,0.11339034962603475,51.54709260438161,0.11355720113779794,Barking,51.52982,0.088809,36.09,109267.0,15193.759829792516,2556.7938448419964,6-9min
076100-29052023,29-May-23,2023,18,HAVERING,550750,192150,304.0,Romford,51.608255242957455,0.1758864591948999,51.60800875100511,0.17560026073986665,Romford,51.593238,0.183295,112.27,65506.0,23562.433272317823,1747.7981220472227,3-6min
004268-10012023,10-Jan-23,2023,2,KINGSTON UPON THAMES,518250,167650,199.0,Surbiton,inf,inf,51.39557246334266,-0.3016871269895726,Surbiton,51.3922498,-0.3005909,37.25,55948.0,17534.126772379575,377.4575710022624,3-6min
112981-27072023,27-Jul-23,2023,21,WALTHAM FOREST,537750,186450,122.0,Leyton,51.559979377499126,-0.014102989340514563,51.56011660707487,-0.01424128180082618,Leyton,51.564005,-0.017636,38.82,69512.0,9893.889438578515,510.9825045088011,0-3min
082925-09062023,09-Jun-23,2023,22,WESTMINSTER,530250,180650,475.0,Euston,51.50979490915247,-0.12465744684366337,51.50977463304582,-0.12451416977399708,Euston,51.52776,-0.13079,21.8,70130.0,2299.648379802561,2043.1759828616268,6-9min
149464-26092023,26-Sep-23,2023,19,BARNET,521350,189350,281.0,Hendon,51.5901927548479,-0.249571570396689,51.5899428366685,-0.24969666554709713,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1455.437874765817,3-6min
127386-22082023,22-Aug-23,2023,9,KENSINGTON AND CHELSEA,524250,179650,205.0,Hammersmith,inf,inf,51.502137514539285,-0.21127861204993242,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,1120.2659455300525,3-6min
157059-09102023,09-Oct-23,2023,16,NEWHAM,541350,183650,319.0,Plaistow,inf,inf,51.53406676678379,0.03653282379149438,Plaistow,51.520068,0.031699,36.22,116875.0,11120.328820106488,1593.197829468073,3-6min
066666-13052023,13-May-23,2023,4,HACKNEY,536450,184750,317.0,Homerton,51.545355789626974,-0.034296591694006,51.54515597137182,-0.0336417768010827,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,718.3485477947424,3-6min
009018-19012023,19-Jan-23,2023,18,KENSINGTON AND CHELSEA,526750,178050,193.0,Chelsea,inf,inf,51.487203888404686,-0.17585378379413596,Chelsea,51.4871072,-0.1728153,12.13,47980.0,3854.144421682529,211.32715955297303,3-6min
017270-04022023,04-Feb-23,2023,6,WESTMINSTER,525950,180850,265.0,Paddington,inf,inf,51.512545944492246,-0.18637103831792587,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,883.1782078274506,3-6min
123980-16082023,16-Aug-23,2023,11,TOWER HAMLETS,536750,182350,301.0,Bethnal Green,inf,inf,51.52351680315414,-0.03024949358336126,Bethnal Green,51.52791,-0.052074,19.77,62455.0,5710.62499623298,1591.5641234149907,3-6min
034407-10032023,10-Mar-23,2023,12,HACKNEY,532750,182550,151.0,Shoreditch,inf,inf,51.526267587828336,-0.08779598858096532,Shoreditch,51.526625,-0.084321,19.06,86652.0,3690.5814748025655,244.421709334197,0-3min
092989-24062023,24-Jun-23,2023,23,SOUTHWARK,534150,178950,275.0,Old Kent Road,inf,inf,51.49358625287986,-0.06899561810065248,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,805.7540537042112,3-6min
098800-04072023,04-Jul-23,2023,2,SOUTHWARK,536150,179350,385.0,Deptford,51.496748584772234,-0.03954374220858328,51.49670309033014,-0.04004993947387377,Deptford,51.48489956,-0.03380805,35.15,74952.0,6948.464184782571,1376.9016784712962,6-9min
056028-23042023,23-Apr-23,2023,2,KINGSTON UPON THAMES,519650,169950,399.0,Kingston,inf,inf,51.4159506263984,-0.28079843719479386,Kingston,51.4293729,-0.3091976,37.25,55948.0,15278.913526276205,2476.316609446881,6-9min
057784-26042023,26-Apr-23,2023,17,LEWISHAM,536450,176950,258.0,New Cross,51.475405107860794,-0.03716134946807858,51.47506394407253,-0.036657588398523885,New Cross,51.47373132,-0.04923807,35.15,74952.0,6577.655665872406,861.4689823181385,3-6min
191314-05122023,05-Dec-23,2023,21,LEWISHAM,535050,173150,227.0,Forest Hill,inf,inf,51.44125140793984,-0.05825338197522462,Forest Hill,51.442526,-0.04486797,35.15,74952.0,9196.60724664435,941.4131250770102,3-6min
018380-06022023,06-Feb-23,2023,10,ISLINGTON,530950,187250,191.0,Holloway,51.56888121141628,-0.11211175500989572,51.5689240556705,-0.11198011278415948,Holloway,51.561766,-0.116461,14.86,108384.0,6121.146116041655,848.8408395179246,3-6min
125445-18082023,18-Aug-23,2023,22,HARROW,517450,191950,576.0,Mill Hill,inf,inf,51.61413564799479,-0.3050967782933443,Mill Hill,51.61522,-0.24342,86.74,97160.0,14457.554325991356,4273.813106120172,9-12min
068454-16052023,16-May-23,2023,13,HILLINGDON,510850,186850,461.0,Northolt,inf,inf,51.56963470599251,-0.40198698842923525,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,3372.95217874537,6-9min
070941-20052023,20-May-23,2023,22,BROMLEY,540150,169350,378.0,Beckenham,inf,inf,51.40586676074032,0.013577397679851212,Beckenham,51.40804499,-0.0341093,150.15,82458.0,12792.281250373548,3326.9652150161887,6-9min
017976-05022023,05-Feb-23,2023,13,HOUNSLOW,511250,172550,387.0,Feltham,51.440916714054104,-0.4011020014523058,51.44102845819521,-0.40072398953640537,Feltham,51.46076,-0.41383,55.99,95980.0,20496.509403628635,2378.3837579838014,6-9min
156574-08102023,08-Oct-23,2023,20,NEWHAM,539250,181550,447.0,Millwall,51.51527868396554,0.0053553159974375425,51.5157177631492,0.005446667144386148,Millwall,51.500806,-0.025725,19.77,62455.0,7085.781804491156,2694.76326664415,6-9min
112915-27072023,27-Jul-23,2023,19,HAMMERSMITH AND FULHAM,522150,181350,284.0,North Kensington,51.51764126297332,-0.24046352007062924,51.517873072612005,-0.24093022620268836,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,1837.6286919762788,3-6min
091048-22062023,22-Jun-23,2023,8,ENFIELD,534150,196150,883.0,Enfield,inf,inf,51.64814935818234,-0.06243454168292163,Enfield,51.660474,-0.051915,80.84,109867.0,17844.784030425766,1552.5228183618822,12-15min
138171-08092023,08-Sep-23,2023,19,CROYDON,536150,167350,267.0,Woodside,inf,inf,51.38886749127961,-0.04466152185317241,Woodside,51.38585958,-0.06244946,86.52,78101.0,14237.086002083892,1282.6698285038324,3-6min
053703-18042023,18-Apr-23,2023,10,BEXLEY,550050,178350,168.0,Erith,51.48438511557445,0.15997360333182709,51.484202791012365,0.15961930356245257,Erith,51.48542163,0.15658503,60.56,82181.0,19827.293499317268,264.20839204236836,0-3min
196458-14122023,14-Dec-23,2023,17,HARINGEY,532050,189250,514.0,Stoke Newington,51.58640592913064,-0.09531894456421589,51.58664051094173,-0.09536687515073641,Stoke Newington,51.562056,-0.07653,19.06,86652.0,7052.842221705138,3005.996026073363,6-9min
013331-27012023,27-Jan-23,2023,13,SOUTHWARK,531550,179250,322.0,Old Kent Road,51.49697068670508,-0.10613788795516466,51.49689259769834,-0.1063140080623548,Old Kent Road,51.48695786,-0.07366975,28.85,102125.0,4356.591980686375,2513.9695203941183,3-6min
106867-17072023,17-Jul-23,2023,13,HAMMERSMITH AND FULHAM,523650,179850,241.0,Acton,inf,inf,51.504066390996606,-0.21984848418817238,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,3976.7211047639025,3-6min
072484-23052023,23-May-23,2023,21,GREENWICH,543150,177650,295.0,Eltham,inf,inf,51.4796998529422,0.060033171720124574,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,3227.262899190805,3-6min
165369-23102023,23-Oct-23,2023,0,EALING,515450,180150,255.0,Ealing,inf,inf,51.508495568915734,-0.3378402548632391,Ealing,51.51217,-0.3137,55.53,91532.0,12909.930286465416,1725.0727236386294,3-6min
164953-22102023,22-Oct-23,2023,11,HARINGEY,534450,189350,417.0,Walthamstow,51.58685818169706,-0.06088591483121127,51.586972141578286,-0.0607078361908627,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,2334.902516225284,6-9min
077117-31052023,31-May-23,2023,16,SUTTON,527250,163850,312.0,Sutton,inf,inf,51.359476325937216,-0.17375079206219676,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,2816.6633863964194,3-6min
084874-12062023,12-Jun-23,2023,15,ENFIELD,534150,192650,358.0,Edmonton,51.6168881416024,-0.06440187975678853,51.61669794400408,-0.06377439447414113,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,1211.78082304862,3-6min
027263-23022023,23-Feb-23,2023,20,ISLINGTON,531850,182650,483.0,Islington,inf,inf,51.5273768885901,-0.10072443889672747,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1399.1189503995538,6-9min
139272-10092023,10-Sep-23,2023,1,WANDSWORTH,522950,175350,278.0,Wandsworth,inf,inf,51.46377656591908,-0.23149415437569448,Wandsworth,51.4378592,-0.1802274,34.26,109456.0,8538.269839100261,4584.245094355817,3-6min
187710-29112023,29-Nov-23,2023,23,BARNET,524350,188750,336.0,Hendon,51.58404762636867,-0.20705338956055522,51.58389722320842,-0.20662628174262207,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,1595.5796471683323,3-6min
045176-01042023,01-Apr-23,2023,11,SOUTHWARK,534450,176050,267.0,Peckham,inf,inf,51.46745460144665,-0.06577977643654491,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,1121.8789627113547,3-6min
039234-20032023,20-Mar-23,2023,2,BROMLEY,539250,164450,385.0,Addington,inf,inf,51.362056055579245,-0.001273050180700692,Addington,51.35185047,-0.0239798,86.52,78101.0,18718.41426144012,1947.0387762714606,6-9min
142387-15092023,15-Sep-23,2023,6,GREENWICH,541850,179050,319.0,East Greenwich,51.49288691352342,0.04234646575101039,51.49260714062035,0.04188737867255245,East Greenwich,51.48690404,0.02230543,47.35,57851.0,10620.047076587329,1545.6331457984138,3-6min
053917-18042023,18-Apr-23,2023,18,BARNET,526050,192350,334.0,Finchley,inf,inf,51.61587232065299,-0.18081061141434487,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,1994.2216157078922,3-6min
003073-07012023,07-Jan-23,2023,12,CROYDON,531150,164250,320.0,Croydon,inf,inf,51.36218492000229,-0.11762139492797134,Croydon,51.36904316,-0.10502934,86.52,78101.0,15455.437048077774,1162.4393333828432,3-6min
094851-27062023,27-Jun-23,2023,13,HAMMERSMITH AND FULHAM,523950,179350,282.0,Hammersmith,inf,inf,51.49950719094354,-0.21570386536902988,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,700.7777987850046,3-6min
142571-15092023,15-Sep-23,2023,13,HACKNEY,536450,185550,527.0,Leytonstone,inf,inf,51.552344842424,-0.03333177283411654,Leytonstone,51.560346,0.0079829,38.82,69512.0,11093.48251146864,3000.469840895278,6-9min
134187-02092023,02-Sep-23,2023,20,SUTTON,524950,163850,254.0,Sutton,51.35998902116356,-0.2069394179892095,51.35998638437692,-0.20676715616659586,Sutton,51.36904525,-0.21119305,43.85,104758.0,16433.216549540477,1050.192383037141,3-6min
182400-21112023,21-Nov-23,2023,3,HAMMERSMITH AND FULHAM,522050,178650,236.0,Chiswick,51.49332495902723,-0.24400735334836196,51.49362916295648,-0.2433041921738462,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1765.739615456256,3-6min
058804-28042023,28-Apr-23,2023,16,HACKNEY,534850,185450,267.0,Homerton,inf,inf,51.55183056183737,-0.05643302036321425,Homerton,51.548634,-0.043184,19.06,86652.0,7441.716420234339,985.4226463124276,3-6min
060492-01052023,01-May-23,2023,11,TOWER HAMLETS,537350,180850,367.0,Shadwell,inf,inf,51.50989222459489,-0.022190510184930314,Shadwell,51.510868,-0.055828,19.77,62455.0,4981.476274561277,2337.7960864142456,6-9min
015990-01022023,01-Feb-23,2023,18,WESTMINSTER,524650,182150,254.0,North Kensington,inf,inf,51.52451709575776,-0.2046355775603662,North Kensington,51.5218389,-0.2148304,12.13,47980.0,6264.950872916909,767.7556722868333,3-6min
170925-01112023,01-Nov-23,2023,21,NEWHAM,538850,182650,378.0,Poplar,51.525566867855886,5.5267780588773806e-05,51.52570067441201,0.00011879649022472702,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1968.1974056918546,6-9min
153820-04102023,04-Oct-23,2023,2,WESTMINSTER,528950,180450,324.0,Soho,51.50815935536794,-0.1428097114811884,51.508275176497456,-0.14330936787343143,Soho,51.512614,-0.1319784,21.48,102544.0,677.7434404956789,899.0666645310209,3-6min
116729-03082023,03-Aug-23,2023,13,HARINGEY,530950,190450,304.0,Hornsey,51.597680381148635,-0.11021019087845749,51.597680686472806,-0.11078773111742829,Hornsey,51.58665,-0.12698,29.59,132065.0,8842.858362850997,1692.4463838830454,3-6min
035373-12032023,12-Mar-23,2023,8,WESTMINSTER,529150,180450,374.0,Lambeth,51.50790450473132,-0.1397794912388947,51.50822954482784,-0.1404291330397474,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,5109.499963338465,6-9min
076924-31052023,31-May-23,2023,10,HILLINGDON,506050,188250,542.0,Ruislip,51.582979848935224,-0.47020838608618476,51.583140355270174,-0.47079477353094223,Ruislip,51.588423,-0.43649005,115.7,76198.0,23234.54080625417,2412.0608877942564,9-12min
158723-12102023,12-Oct-23,2023,9,TOWER HAMLETS,534050,181550,196.0,Whitechapel,51.51668597160565,-0.06995015894110831,51.51697446098079,-0.06944790955666964,Whitechapel,51.515125,-0.068433,19.77,62455.0,4185.566938573565,202.39841852444675,3-6min
161493-16102023,16-Oct-23,2023,17,LAMBETH,531450,178550,253.0,Lambeth,inf,inf,51.490625240662744,-0.10801422009573206,Lambeth,51.4634153,-0.1215096,26.82,63500.0,4890.8718638849405,3169.1760953299968,3-6min
097318-01072023,01-Jul-23,2023,19,EALING,514750,185250,159.0,Northolt,inf,inf,51.554475127295966,-0.3462620880193789,Northolt,51.55491,-0.35947,55.53,91532.0,16923.24105510712,917.3428636097747,0-3min
177602-12112023,12-Nov-23,2023,19,EALING,517750,180450,344.0,Acton,51.51072774575628,-0.30468594445906105,51.51071771734342,-0.3046142619687229,Acton,51.50715,-0.27691,55.53,91532.0,10349.6321961511,1967.5455113274113,3-6min
048479-07042023,07-Apr-23,2023,20,HILLINGDON,509850,179550,440.0,Hayes,51.50456128387097,-0.41880285449673843,51.50421799131667,-0.41868505811339907,Hayes,51.49459,-0.43159,115.7,76198.0,21111.019149492327,1422.371385191986,6-9min
114979-31072023,31-Jul-23,2023,13,WALTHAM FOREST,537150,192750,494.0,Woodford,inf,inf,51.616874258165815,-0.020431740353248955,Woodford,51.60883,0.026243,56.41,103279.0,15535.957097521175,3354.7001441381626,6-9min
202068-24122023,24-Dec-23,2023,14,BRENT,525150,183250,309.0,Paddington,inf,inf,51.534292284815436,-0.19704169880744965,Paddington,51.5202041,-0.183022,21.48,102544.0,4109.333901321731,1844.8500472513465,3-6min
066420-12052023,12-May-23,2023,16,ENFIELD,534250,193350,224.0,Edmonton,inf,inf,51.62296441834715,-0.06206293860744576,Edmonton,51.62735,-0.06927,80.84,109867.0,13967.778520302169,697.980743424516,3-6min
166476-25102023,25-Oct-23,2023,5,TOWER HAMLETS,536750,181250,305.0,Poplar,inf,inf,51.51363207223494,-0.03067594367471788,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1083.409402675236,3-6min
133107-01092023,01-Sep-23,2023,0,GREENWICH,543450,173650,233.0,Eltham,51.443343256548395,0.0625121869248682,51.443681171421424,0.06272888014759775,Eltham,51.45069495,0.05944427,47.35,57851.0,14395.991771601986,845.4861771238801,3-6min
030424-02032023,02-Mar-23,2023,11,KINGSTON UPON THAMES,518650,169550,251.0,Kingston,inf,inf,51.41256553506306,-0.2953054964328757,Kingston,51.4293729,-0.3091976,37.25,55948.0,15278.913526276205,2104.860934274926,3-6min
124699-17082023,17-Aug-23,2023,14,CROYDON,532750,168850,436.0,West Norwood,51.403150751018366,-0.09339596034632171,51.403152256064295,-0.09293581889857801,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,2807.1281010872463,6-9min
180202-17112023,17-Nov-23,2023,7,HAMMERSMITH AND FULHAM,522750,179550,255.0,Hammersmith,inf,inf,51.501566236695666,-0.23291328398919095,Hammersmith,51.4961116,-0.2242032,16.4,91648.0,6811.369293067246,856.8159442533691,3-6min
047648-06042023,06-Apr-23,2023,9,BEXLEY,546550,176050,366.0,Plumstead,51.464461717346055,0.10882957098240645,51.46445332004423,0.10829648990723158,Plumstead,51.48742785,0.09135732,47.35,57851.0,15319.13487631769,2829.2452323982893,6-9min
089193-18062023,18-Jun-23,2023,23,BARNET,527550,193250,386.0,Barnet,inf,inf,51.62362273558397,-0.1588302075171111,Barnet,51.64717,-0.18591,86.74,97160.0,16095.505140908866,3221.622803903226,6-9min
171514-02112023,02-Nov-23,2023,21,HARINGEY,531150,190750,439.0,Tottenham,inf,inf,51.60033012078283,-0.10778984020930792,Tottenham,51.59264,-0.07164,29.59,132065.0,10266.571281623115,2647.049992498204,6-9min
148514-25092023,25-Sep-23,2023,3,ISLINGTON,532650,185150,364.0,Islington,inf,inf,51.54965570210005,-0.08825780008536599,Islington,51.539912,-0.102337,14.86,108384.0,4036.576352007245,1459.1676975594075,6-9min
011049-23012023,23-Jan-23,2023,9,WALTHAM FOREST,538750,189550,332.0,Walthamstow,inf,inf,51.58772790087501,0.0013983793156974271,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,2018.8617596585257,3-6min
022561-14022023,14-Feb-23,2023,13,SOUTHWARK,533450,175650,1116.0,West Norwood,inf,inf,51.46409649925259,-0.0803184386729515,West Norwood,51.4258523,-0.1109787,26.82,63500.0,9126.040714912837,4759.016083569213,> 15min
181567-19112023,19-Nov-23,2023,12,WALTHAM FOREST,537150,189850,890.0,Walthamstow,51.59075772187461,-0.02136524710216703,51.59081504262128,-0.02156487169226721,Walthamstow,51.58989,-0.027524,38.82,69512.0,11517.934541641036,440.12224014574866,12-15min
168810-29102023,29-Oct-23,2023,6,NEWHAM,539650,181750,271.0,Poplar,51.5172177676824,0.010802339766626319,51.51741629356073,0.011286734093687254,Poplar,51.51088,-0.015706,19.77,62455.0,7754.7944072924065,1973.140611184422,3-6min
043590-29032023,29-Mar-23,2023,9,HAVERING,552750,185950,310.0,Hornchurch,inf,inf,51.55176514575422,0.20176513501894516,Hornchurch,51.564543,0.220518,112.27,65506.0,24937.73983853701,1926.7906655527868,3-6min
005903-13012023,13-Jan-23,2023,16,HOUNSLOW,521450,178550,261.0,Chiswick,51.49288049238467,-0.2521778983130167,51.492859513645975,-0.25197702502386315,Chiswick,51.49061,-0.26903,55.99,95980.0,9976.151735711266,1199.2093486030335,3-6min
151884-30092023,30-Sep-23,2023,17,SOUTHWARK,533850,176850,201.0,Peckham,inf,inf,51.474785844326746,-0.07410969173535195,Peckham,51.47405032,-0.07799246,28.85,102125.0,5037.216063725273,281.91076418432266,3-6min
035879-13032023,13-Mar-23,2023,9,REDBRIDGE,544350,186750,141.0,Ilford,51.56077823311477,0.08144124046806137,51.56116329322874,0.08102599577189963,Ilford,51.562624,0.091493,56.41,103279.0,16375.923909334317,723.733892481907,0-3min
096494-30062023,30-Jun-23,2023,7,BARNET,522650,189050,439.0,Hendon,51.58699392701124,-0.23173713259026593,51.58696551761949,-0.2310453458857653,Hendon,51.58902,-0.22862,86.74,97160.0,11488.851940500695,310.434825655233,6-9min
110439-23072023,23-Jul-23,2023,13,BARNET,520750,192450,640.0,Finchley,inf,inf,51.61793176031514,-0.2572870425457828,Finchley,51.59798,-0.1791,86.74,97160.0,10717.41137555264,5853.737472262331,9-12min
